Date,KSTPS_Schedule,KSTPS_Injection,KSTPS_Deviation,VSTPS I_Schedule,VSTPS I_Injection,VSTPS I_Deviation,VSTPS II_Schedule,VSTPS II_Injection,VSTPS II_Deviation,VSTPS III_Schedule,VSTPS III_Injection,VSTPS III_Deviation,Sipat2_Schedule,Sipat3_Injection,Sipat4_Deviation,Jindal_Schedule,Jindal_Injection,Jindal_Deviation,Kawas_Injection,Kawas_Deviation,Gandhar_Schedule,Gandhar_Injection,Gandhar_Deviation,Lanco_Schedule,Lanco_Injection,Lanco_Deviation,NSPCL_Schedule,NSPCL_Injection,NSPCL_Deviation,Korba7_Schedule,Korba8_Injection,Korba9_Deviation,sipat1_Schedule,sipat2_Injection,sipat3_Deviation,RGPPL_Schedule,RGPPL_Injection,RGPPL_Deviation,ACBIL_Schedule,ACBIL_Injection,ACBIL_Deviation,BALCO_Schedule,BALCO_Injection,BALCO_Deviation,CGPL_Schedule,CGPL_Injection,CGPL_Deviation,DCPP_Schedule,DCPP_Injection,DCPP_Deviation,VSTPS IV_Schedule,VSTPS IV_Injection,VSTPS IV_Deviation,Mauda_Schedule,Mauda_Injection,Mauda_Deviation,GMR Warora_Schedule,GMR Warora_Injection,GMR Warora_Deviation,KSK_Schedule,KSK_Injection,KSK_Deviation,Essar Mahan_Schedule,Essar Mahan_Injection,Essar Mahan_Deviation,Sasan_Schedule,Sasan_Injection,Sasan_Deviation,DB Power_Schedule,DB Power_Injection,DB Power_Deviation,REL_Schedule,REL_Injection,REL_Deviation,REGL_Schedule,REGL_Injection,REGL_Deviation,MB Power_Schedule,MB Power_Injection,MB Power_Deviation,JPL-II_Schedule,JPL-II_Injection,JPL-II_Deviation,DGEN_Schedule,DGEN_Injection,DGEN_Deviation,Dhariwal_Schedule,Dhariwal_Injection,Dhariwal_Deviation,VSTPS V_Schedule,VSTPS V_Injection,VSTPS V_Deviation,RKM Power_Schedule,RKM Power_Injection,RKM Power_Deviation,Jhabua Power_Schedule,Jhabua Power_Injection,Jhabua Power_Deviation,TRN Energy_Schedule,TRN Energy_Injection,TRN Energy_Deviation,Mouda-II_Schedule,Mouda-II_Injection,Mouda-II_Deviation,Solapur 1_Schedule,Solapur 2_Injection,Solapur 3_Deviation,SKS_Schedule,SKS_Injection,SKS_Deviation,RUMS 1(Mahindra)_Schedule,RUMS 1(Mahindra)_Injection,RUMS 1(Mahindra)_Deviation,Arinsun_Schedule,Arinsun_Injection,Arinsun_Deviation,ACME_Schedule,ACME_Injection,ACME_Deviation,Ostro(Wind)_Schedule,Ostro(Wind)_Injection,Ostro(Wind)_Deviation,Renew(Bhuvad)_Schedule,Renew(Bhuvad)_Injection,Renew(Bhuvad)_Deviation,GIWEL II_Schedule,GIWEL II_Injection,GIWEL II_Deviation,GIWEL III_Schedule,GIWEL III_Injection,GIWEL III_Deviation,IWISL_Schedule,IWISL_Injection,IWISL_Deviation,LARA 1_Schedule,LARA 2_Injection,LARA 3_Deviation,AWEKL_Schedule,AWEKL_Injection,AWEKL_Deviation,Khargone_Schedule,Khargone_Injection,Khargone_Deviation,Gadarwara_Schedule,Gadarwara_Injection,Gadarwara_Deviation,Alfanar_Wind_Schedule,Alfanar_Wind_Injection,Alfanar_Wind_Deviation,Gadsisa(RP_AP2)_Schedule,Gadsisa(RP_AP2)_Injection,Gadsisa(RP_AP2)_Deviation,Frequency_hz,Block
07-May-21,1952.252,1956.276,4.024,1146.596,1150.576,3.98,929.5,937.792,8.292,937.5,944.012,6.512,937.5,946.156,8.656,270,273.164,3.164,142.512,-2.488,380,382.8,2.8,502.4,512.872,10.472,455,435.468,-19.532,468.752,472.672,3.92,1856.252,1884.32,28.068,539.712,491.636,-48.076,377.5,367.128,-10.372,524.952,472.728,-52.224,715,686.36364,-28.63636,0,0,0,937.5,945.744,8.244,937.5,922.972,-14.528,275,278.692,3.692,1214,1219.2,5.2,250.532,259.95636,9.42436,3070,3168.26,98.26,1037.3,1014.4,-22.9,1244,1236.072,-7.928,0,-7.856,-7.856,2.296,-17.456,-19.752,560,588.072,28.072,0,-1.02,-1.02,270,269.964,-0.036,463.752,473.308,9.556,655,652.8,-2.2,501.44,500.944,-0.496,150,156.22,6.22,1007.312,936.376,-70.936,0,-4.364,-4.364,270.052,271.856,1.804,45.532,78.656,33.124,56.32,85.312,28.992,46.42,40.896,-5.524,54.672,32.192,-22.48,55.36,38.72,-16.64,53.392,101.76,48.368,81.6,105.472,23.872,39.26,48.384,9.124,750,757.092,7.092,92.752,103.808,11.056,618.752,618.764,0.012,750.008,746.92,-3.088,56.452,58.688,2.236,172.352,225.024,52.672,49.98,63
07-May-21,1952.252,1988.548,36.296,1146.596,1149.412,2.816,929.5,935.032,5.532,937.5,934.312,-3.188,937.5,943.92,6.42,270,271.06,1.06,141.456,-3.544,380,386.24,6.24,502.4,513.744,11.344,455,443.784,-11.216,468.752,468.616,-0.136,1856.252,1888.66,32.408,525.552,476.22,-49.332,377.5,376.144,-1.356,524.952,471.856,-53.096,715,688.90912,-26.09088,0,0,0,937.5,945.744,8.244,937.5,939.012,1.512,275,276.944,1.944,1214,1217.02,3.02,250.532,260.4218,9.8898,3070,3153.912,83.912,1037.3,1017.308,-19.992,1244,1239.856,-4.144,0,-7.564,-7.564,41.4,-17.456,-58.856,560,551.34,-8.66,0,-1.02,-1.02,270,272.292,2.292,463.752,477.38,13.628,655,658.036,3.036,501.44,505.6,4.16,150,157.38,7.38,1197.312,1115.968,-81.344,0,-3.492,-3.492,270.052,271.42,1.368,39.692,139.264,99.572,54.32,122.688,68.368,41.312,138.112,96.8,59.532,39.168,-20.364,58.412,55.296,-3.116,65.98,115.776,49.796,90.5,120.32,29.82,40.82,49.024,8.204,746.892,751.128,4.236,97.492,118.4,20.908,618.752,610.908,-7.844,750.008,753.596,3.588,68.592,67.84,-0.752,173.34,222.592,49.252,50,64
07-May-21,1952.252,1961.336,9.084,1146.596,1142.156,-4.44,929.5,931.616,2.116,937.5,920.36,-17.14,937.5,932.212,-5.288,268.992,267.188,-1.804,124.128,-20.872,380,377.76,-2.24,502.4,502.4,0,455,431.152,-23.848,468.752,463.248,-5.504,1856.252,1842.64,-13.612,524.008,479.708,-44.3,377.5,380.22,2.72,524.952,471.856,-53.096,715,698.36364,-16.63636,0,0,0,937.5,945.744,8.244,937.5,914.604,-22.896,275,264.144,-10.856,1214,1208.292,-5.708,250.532,257.74544,7.21344,3220,3185.768,-34.232,1037.3,1037.964,0.664,1244,1240.436,-3.564,0,-8.144,-8.144,-6.9,-17.456,-10.556,560,550.848,-9.152,0,-1.164,-1.164,259,249.6,-9.4,463.752,468.364,4.612,655,652.364,-2.636,501.44,494.836,-6.604,150,158.836,8.836,1185.312,1167.288,-18.024,0,-3.928,-3.928,270.052,271.856,1.804,37.5,119.616,82.116,38.5,107.84,69.34,37.5,119.936,82.436,64.692,72.256,7.564,60.092,78.272,18.18,74.832,137.152,62.32,94.26,132.736,38.476,36.132,48.512,12.38,750,737.164,-12.836,102.492,118.528,16.036,618.752,606.108,-12.644,750.008,744.416,-5.592,73.52,71.168,-2.352,175.54,219.584,44.044,50.07,65
07-May-21,1952.252,1981.004,28.752,1146.6,1144.364,-2.236,929.5,928.876,-0.624,937.5,932.48,-5.02,937.5,943.024,5.524,270,261.82,-8.18,130.656,-14.344,380,371.76,-8.24,502.4,503.856,1.456,455,426.46,-28.54,468.752,470.052,1.3,1856.252,1868.692,12.44,523.824,517.82,-6.004,377.5,379.636,2.136,524.952,470.692,-54.26,715,706.54544,-8.45456,0,0,0,937.5,945.744,8.244,937.5,935.26,-2.24,275,240.872,-34.128,1214,1207.42,-6.58,250.532,259.37452,8.84252,3320,3314.132,-5.868,1037.3,1049.02,11.72,1244,1240.144,-3.856,0,-7.564,-7.564,41.4,-17.456,-58.856,560,558.98,-1.02,0,-1.308,-1.308,260,252.8,-7.2,463.752,470.692,6.94,655,648.436,-6.564,501.44,478.544,-22.896,150,159.42,9.42,1237.504,1177.904,-59.6,0,-3.928,-3.928,270.052,270.108,0.056,37.5,84.608,47.108,37.252,72.064,34.812,37.5,92.16,54.66,67.78,91.456,23.676,59.04,100.992,41.952,87.112,155.264,68.152,96.36,139.648,43.288,37.62,40.064,2.444,750,713.02,-36.98,103.552,132.608,29.056,618.752,610.036,-8.716,750.008,751.924,1.916,80.232,74.368,-5.864,202.812,217.088,14.276,50.03,66
07-May-21,1952.252,2007.608,55.356,1146.596,1139.364,-7.232,929.5,939.396,9.896,937.5,940.116,2.616,937.5,941.088,3.588,269.412,271.008,1.596,140.16,-4.84,385,384,-1,502.4,512.292,9.892,455,425.404,-29.596,468.752,472.1,3.348,1856.252,1870.88,14.628,525.28,482.036,-43.244,377.5,379.056,1.556,524.952,464,-60.952,715,708.90908,-6.09092,0,0,0,937.5,943.128,5.628,937.508,946.296,8.788,275,243.2,-31.8,1214,1210.472,-3.528,250.532,258.79268,8.26068,3420,3414.556,-5.444,1037.3,1037.964,0.664,1244,1243.056,-0.944,0,-7.564,-7.564,-6.9,-17.456,-10.556,560,555.756,-4.244,0,-1.308,-1.308,262,262.108,0.108,463.752,473.892,10.14,655,654.544,-0.456,501.44,482.036,-19.404,150,160.292,10.292,1189.464,1177.34,-12.124,0,-4.364,-4.364,270.052,271.856,1.804,37.5,70.656,33.156,35.3,65.408,30.108,37.5,67.968,30.468,73.832,93.056,19.224,60.632,121.92,61.288,96.08,166.976,70.896,105.44,142.464,37.024,36.952,39.68,2.728,742.892,685.236,-57.656,102.58,132.992,30.412,618.752,601.308,-17.444,750.008,738.572,-11.436,82.72,79.488,-3.232,201.872,201.728,-0.144,50.01,67
07-May-21,1952.252,2011.844,59.592,1146.596,1158.8,12.204,929.5,945.864,16.364,937.5,955.692,18.192,937.5,946.556,9.056,265.76,277.7,11.94,144.672,-0.328,385,386.96,1.96,502.4,512.58,10.18,455,425.684,-29.316,468.752,473.972,5.22,1856.252,1883.48,27.228,409.208,425.892,16.684,377.5,382.544,5.044,524.952,460.8,-64.152,715,705.45456,-9.54544,0,0,0,937.5,960.292,22.792,793.508,885.888,92.38,275,273.744,-1.256,1214,1213.964,-0.036,250.532,255.76724,5.23524,3470,3477.436,7.436,1037.3,1037.092,-0.208,1244,1239.564,-4.436,0,-7.564,-7.564,-6.9,-16.728,-9.828,560,557.208,-2.792,0,-1.164,-1.164,253,259.2,6.2,463.752,479.128,15.376,655,661.092,6.092,501.44,502.692,1.252,150,162.62,12.62,999.464,1057.676,58.212,0,-3.492,-3.492,270.052,270.108,0.056,37.5,62.72,25.22,33,55.488,22.488,37.5,59.648,22.148,74.912,82.176,7.264,100.492,115.904,15.412,135.452,159.552,24.1,154.192,141.184,-13.008,38.26,41.856,3.596,742.892,707.2,-35.692,103.84,135.552,31.712,524.752,518.836,-5.916,662.468,677.652,15.184,86.78,82.944,-3.836,201.76,217.664,15.904,49.94,68
07-May-21,1952.252,1988.624,36.372,1146.596,1175.612,29.016,929.5,942.104,12.604,937.5,916.136,-21.364,937.5,941.708,4.208,260,268.412,8.412,139.008,-5.992,384.884,382.8,-2.084,487,483.492,-3.508,455,435.728,-19.272,468.752,469.996,1.244,1856.252,1855.82,-0.432,409.208,398.544,-10.664,377.5,378.764,1.264,484.952,468.072,-16.88,685,684.36364,-0.63636,0,0.08,0.08,937.5,932.364,-5.136,933.868,866.528,-67.34,275,275.492,0.492,1214,1209.6,-4.4,250.532,258.90904,8.37704,3520,3583.848,63.848,1037.3,1037.092,-0.208,1244,1246.256,2.256,0,-7.564,-7.564,-6.9,-16.728,-9.828,560,553.324,-6.676,0,-1.02,-1.02,269,267.928,-1.072,463.752,468.656,4.904,655,658.036,3.036,562.44,520.728,-41.712,150,161.164,11.164,809.464,820.748,11.284,0,-3.928,-3.928,270.052,272.292,2.24,27.872,44.8,16.928,31,38.656,7.656,37.492,44.736,7.244,105.132,88.768,-16.364,109.2,136.32,27.12,137.78,120.256,-17.524,157.46,138.752,-18.708,40.012,51.712,11.7,742.892,738.036,-4.856,106.4,142.848,36.448,430.752,390.98,-39.772,750.008,704.356,-45.652,90.912,97.92,7.008,200.472,221.248,20.776,50.05,69
07-May-21,1952.252,1991.152,38.9,1146.596,1153.116,6.52,929.5,931.696,2.196,937.5,925.492,-12.008,937.5,938.096,0.596,260,253.056,-6.944,126.48,-18.52,384.884,379.2,-5.684,487,474.18,-12.82,455,438.016,-16.984,468.752,470.664,1.912,1856.252,1859.112,2.86,409.2,407.856,-1.344,377.5,365.964,-11.536,484.952,462.256,-22.696,655,672.72728,17.72728,0,0,0,937.5,926.544,-10.956,937.508,938.5,0.992,275,257.164,-17.836,1214,1214.836,0.836,250.532,251.69452,1.16252,3570,3588.696,18.696,1037.3,1025.744,-11.556,1244,1237.82,-6.18,0,-7.564,-7.564,-6.9,-16.728,-9.828,560,555.088,-4.912,0,-1.164,-1.164,260,256.58,-3.42,463.752,468.072,4.32,655,654.108,-0.892,562.44,527.42,-35.02,150,159.128,9.128,680.624,722.3,41.676,0,-4.364,-4.364,270.052,269.672,-0.38,18.12,25.6,7.48,29.76,16.576,-13.184,25.792,28.608,2.816,108.76,115.328,6.568,116.1,154.88,38.78,139.452,125.504,-13.948,161.872,136.576,-25.296,41.46,56.32,14.86,742.892,728,-14.892,107.832,147.712,39.88,340.312,345.164,4.852,750.004,729.392,-20.612,95.58,112.448,16.868,201.592,194.24,-7.352,50.05,70
07-May-21,1952.252,2003.856,51.604,1146.596,1113.212,-33.384,929.5,926.956,-2.544,937.5,936.764,-0.736,937.5,937.588,0.088,260,258.028,-1.972,135.6,-9.4,381.82,377.84,-3.98,502.4,498.908,-3.492,455,420.604,-34.396,468.752,471.924,3.172,1856.252,1864.152,7.9,409.204,408.144,-1.06,377.5,379.056,1.556,484.952,459.928,-25.024,685,676.1818,-8.8182,0,0,0,937.5,944,6.5,937.508,948.496,10.988,275,246.692,-28.308,1214,1219.2,5.2,250.532,246.9236,-3.6084,3620,3662.112,42.112,1037.3,970.764,-66.536,1244,1217.744,-26.256,0,-6.98,-6.98,-6.9,-15.272,-8.372,560,553.172,-6.828,0,-1.02,-1.02,262,260.072,-1.928,463.752,472.728,8.976,655,654.544,-0.456,562.44,520.144,-42.296,150,160.292,10.292,680.624,695.432,14.808,0,-3.492,-3.492,270.052,270.544,0.492,13.5,6.08,-7.42,14.76,4.672,-10.088,15.28,6.08,-9.2,119.672,140.224,20.552,122.66,164.48,41.82,142.452,62.912,-79.54,164.212,131.328,-32.884,42.74,60.544,17.804,742.892,725.672,-17.22,113.32,153.6,40.28,336.752,332.944,-3.808,750.004,726.888,-23.116,99.14,113.856,14.716,202.812,177.024,-25.788,50.01,71
07-May-21,1952.252,1957.184,4.932,1146.596,1155.908,9.312,929.5,938.408,8.908,937.5,951.252,13.752,937.5,938.656,1.156,260,265.268,5.268,146.304,1.304,381.82,387.6,5.78,502.4,512.872,10.472,455,439.032,-15.968,468.752,473.068,4.316,1856.252,1897.992,41.74,409.208,415.128,5.92,377.5,382.836,5.336,484.952,469.528,-15.424,715,680.3636,-34.6364,0,0,0,937.5,963.78,26.28,937.508,953.54,16.032,275,267.928,-7.072,1214,1219.636,5.636,250.532,253.20728,2.67528,3670,3725.392,55.392,1037.3,880.58,-156.72,1244,1209.308,-34.692,0,-7.272,-7.272,-6.9,-14.908,-8.008,560,557.86,-2.14,0,-1.164,-1.164,263,266.18,3.18,463.752,479.128,15.376,655,660.22,5.22,562.44,552.436,-10.004,150,160,10,680.624,690.388,9.764,0,-3.928,-3.928,270.052,271.42,1.368,9.212,3.776,-5.436,5.892,3.008,-2.884,7.512,2.752,-4.76,126.952,139.264,12.312,127.7,154.368,26.668,145.452,0,-145.452,164.3,127.488,-36.812,44.112,68.096,23.984,742.892,743.42,0.528,115.772,156.544,40.772,262.26,332.508,70.248,750.004,731.896,-18.108,102.972,124.736,21.764,201.48,147.072,-54.408,49.94,72
07-May-21,1952.252,1971.084,18.832,1146.596,1164.32,17.724,929.5,944.496,14.996,937.5,943.052,5.552,937.5,938.284,0.784,260,268.96,8.96,148.32,3.32,390,384.8,-5.2,502.4,512.872,10.472,455,441.244,-13.756,468.752,471.244,2.492,1856.252,1870.24,13.988,409.208,406.98,-2.228,385.5,391.564,6.064,484.952,313.892,-171.06,715,679.27272,-35.72728,0,0,0,937.5,953.892,16.392,937.508,940.392,2.884,275,275.492,0.492,1214,1217.456,3.456,250.532,260.07268,9.54068,3722.4,3775.452,53.052,1037.3,879.708,-157.592,1244,1229.092,-14.908,0,-7.856,-7.856,-6.9,-15.636,-8.736,560,562.024,2.024,0,-1.308,-1.308,261,260.944,-0.056,463.752,477.38,13.628,655,657.164,2.164,562.44,544.872,-17.568,150,160,10,680.62,701.208,20.588,0,-3.492,-3.492,270.052,272.292,2.24,0,2.944,2.944,1.6,2.112,0.512,1.76,2.176,0.416,129.88,125.696,-4.184,132.36,106.112,-26.248,143.792,0,-143.792,155.532,126.08,-29.452,47.78,77.312,29.532,743.264,741.092,-2.172,162.82,172.16,9.34,191.944,318.108,126.164,750.008,751.924,1.916,103.66,138.752,35.092,200.592,123.52,-77.072,49.98,73
07-May-21,1952.252,1999.016,46.764,1146.596,1168.32,21.724,929.5,938.496,8.996,937.5,948.304,10.804,937.5,936.488,-1.012,265.452,266.516,1.064,149.76,4.76,390,391.12,1.12,502.4,502.4,0,455,441.368,-13.632,468.752,475.604,6.852,1856.252,1876.284,20.032,409.204,410.764,1.56,385.5,394.18,8.68,524.952,358.692,-166.26,715,680.72728,-34.27272,0,0,0,937.5,957.38,19.88,937.508,926.904,-10.604,275,275.78,0.78,1214,1216.144,2.144,250.532,265.77452,15.24252,3722.4,3792.276,69.876,1037.3,887.564,-149.736,1244,1229.092,-14.908,0,-8.144,-8.144,-6.9,-15.636,-8.736,560,557.196,-2.804,0,-1.164,-1.164,267,267.928,0.928,463.752,477.092,13.34,655,656.292,1.292,562.44,559.708,-2.732,150,158.836,8.836,680.62,706.984,26.364,0,-3.928,-3.928,270.052,272.292,2.24,0,0.256,0.256,0.352,0,-0.352,0.572,0,-0.572,126.052,127.936,1.884,159.552,79.36,-80.192,142.1,0,-142.1,122.96,133.376,10.416,50.22,93.44,43.22,743.264,739.492,-3.772,163.792,192.768,28.976,215.592,289.744,74.152,750.008,748.588,-1.42,104.56,138.752,34.192,191.3,134.4,-56.9,49.97,74
07-May-21,1952.252,1998.424,46.172,1146.596,1160.316,13.72,929.5,936.016,6.516,937.5,940.196,2.696,937.5,943.444,5.944,260,270.092,10.092,149.664,4.664,389.888,389.2,-0.688,502.4,507.928,5.528,455,442.024,-12.976,468.752,472.992,4.24,1856.252,1875.316,19.064,533.884,470.4,-63.484,385.5,392.436,6.936,524.952,438.98,-85.972,715,688.18184,-26.81816,0,-0.16,-0.16,937.5,950.692,13.192,937.508,920.496,-17.012,275,278.4,3.4,1214,1209.164,-4.836,250.532,263.09816,12.56616,3722.4,3725.364,2.964,1037.3,857.02,-180.28,1244,1230.836,-13.164,0,-7.856,-7.856,-6.9,-15.272,-8.372,560,563.524,3.524,0,-1.164,-1.164,270,269.092,-0.908,463.752,475.344,11.592,655,657.164,2.164,562.44,553.892,-8.548,150,158.256,8.256,870.62,827.284,-43.336,0,-4.364,-4.364,270.052,271.42,1.368,0,-0.832,-0.832,0.072,-0.576,-0.648,0.5,-0.896,-1.396,150.98,126.4,-24.58,160.252,79.424,-80.828,106.492,0,-106.492,120.94,135.68,14.74,58.832,97.792,38.96,743.264,739.492,-3.772,163.96,216.064,52.104,309.592,298.472,-11.12,750.008,746.084,-3.924,118.452,143.104,24.652,189.152,118.592,-70.56,50,75
07-May-21,1952.252,1994.732,42.48,1146.596,1165.016,18.42,929.5,936.396,6.896,937.5,944.332,6.832,937.5,941.328,3.828,260,270.2,10.2,150.48,5.48,389.888,386.48,-3.408,502.4,514.036,11.636,455,442.212,-12.788,468.752,475.088,6.336,1856.252,1877.14,20.888,539.832,491.636,-48.196,385.5,388.656,3.156,524.952,433.164,-91.788,715,694.1818,-20.8182,0,0,0,937.5,957.964,20.464,937.508,929.456,-8.052,275,276.944,1.944,1314,1318.256,4.256,295.472,297.30908,1.83708,3722.4,3813.96,91.56,1037.3,756.944,-280.356,1244,1246.836,2.836,0,-7.856,-7.856,-6.9,-14.544,-7.644,560,562.528,2.528,0,-1.02,-1.02,273,273.164,0.164,463.752,476.8,13.048,655,647.128,-7.872,562.44,544.872,-17.568,150,157.38,7.38,1060.62,997.38,-63.24,0,-4.364,-4.364,270.052,271.42,1.368,0,-0.64,-0.64,0,-0.512,-0.512,0,-0.768,-0.768,149.392,132.8,-16.592,160.712,94.144,-66.568,101.82,0,-101.82,118.792,133.504,14.712,57.912,101.12,43.208,743.264,758.544,15.28,166.42,218.24,51.82,403.592,362.62,-40.972,750.008,741.912,-8.096,117.34,141.056,23.716,186.82,107.008,-79.812,49.97,76
07-May-21,1952.252,1983.648,31.396,1146.596,1161.596,15,929.5,933.14,3.64,937.5,940.492,2.992,937.5,942.496,4.996,260,278.68,18.68,137.232,-7.768,394.892,395.44,0.548,502.4,512.58,10.18,455,434.956,-20.044,468.752,473.372,4.62,1856.252,1864.872,8.62,409.2,424.144,14.944,385.5,374.98,-10.52,534.952,441.6,-93.352,715,705.27272,-9.72728,0,0,0,937.5,950.98,13.48,937.508,944.532,7.024,275,275.2,0.2,1424,1423.856,-0.144,340.42,348.0436,7.6236,3722.4,3821.88,99.48,1037.3,553.308,-483.992,1244,1243.928,-0.072,0,-8.436,-8.436,-6.9,-14.544,-7.644,560,560.88,0.88,0,-1.456,-1.456,273,274.036,1.036,463.752,477.964,14.212,655,651.492,-3.508,562.44,557.672,-4.768,150,168.436,18.436,870.624,947.248,76.624,0,-3.492,-3.492,270.052,270.544,0.492,0,-0.576,-0.576,0,-0.576,-0.576,0,-0.576,-0.576,148.18,139.136,-9.044,161,82.176,-78.824,99.82,14.272,-85.548,115.132,135.04,19.908,57.672,93.952,36.28,743.264,759.856,16.592,173.272,205.184,31.912,332.56,340.364,7.804,750.008,735.236,-14.772,117.192,135.616,18.424,184.56,131.904,-52.656,49.99,77
07-May-21,1952.252,1989.884,37.632,1146.596,1173.844,27.248,929.5,929.184,-0.316,937.5,949.656,12.156,937.5,943.736,6.236,268.98,276.532,7.552,141.936,-3.064,394.892,396.8,1.908,502.4,510.256,7.856,455,440.956,-14.044,468.752,475.28,6.528,1856.252,1864.32,8.068,553.2,502.692,-50.508,385.5,384.58,-0.92,534.952,452.364,-82.588,715,713.63632,-1.36368,0,-0.32,-0.32,937.5,960.872,23.372,937.508,919.92,-17.588,275,273.744,-1.256,1524,1530.764,6.764,340.42,373.52724,33.10724,3722.4,3825.5,103.1,1037.3,521.892,-515.408,1244,1252.072,8.072,0,-9.6,-9.6,-6.9,-15.272,-8.372,560,547.496,-12.504,0,-1.308,-1.308,273,272.872,-0.128,463.752,479.128,15.376,655,654.108,-0.892,562.44,564.072,1.632,150,169.6,19.6,1060.62,1021.464,-39.156,0,-4.364,-4.364,270.052,270.108,0.056,0,-0.576,-0.576,0,-0.512,-0.512,0,-0.512,-0.512,146.24,144.32,-1.92,77.94,73.92,-4.02,99.132,85.824,-13.308,112.312,126.976,14.664,58.312,87.552,29.24,743.264,745.308,2.044,174.352,186.112,11.76,426.56,397.528,-29.032,750.008,736.904,-13.104,116.62,125.312,8.692,116.94,145.344,28.404,49.97,78
07-May-21,1952.252,1996.256,44.004,1146.596,1177.856,31.26,929.5,932.592,3.092,937.5,951.056,13.556,937.5,943.392,5.892,270,287.216,17.216,143.376,-1.624,394.892,400,5.108,502.4,513.744,11.344,455,440.836,-14.164,468.752,472.4,3.648,1856.252,1872.72,16.468,547.992,512.292,-35.7,385.5,392.436,6.936,534.952,448.292,-86.66,715,699.45456,-15.54544,0,-0.24,-0.24,937.5,973.672,36.172,937.508,947.74,10.232,275,275.2,0.2,1624,1584.872,-39.128,365.892,397.8472,31.9552,3722.4,3828.812,106.412,931.3,515.78,-415.52,1244,1245.672,1.672,0,-10.472,-10.472,-6.9,-14.908,-8.008,560,561.752,1.752,0,-1.308,-1.308,273,272.872,-0.128,463.752,482.62,18.868,655,653.236,-1.764,562.44,558.544,-3.896,150,173.092,23.092,1237.5,1119.896,-117.604,0,-4.364,-4.364,270.052,270.98,0.928,0,-0.64,-0.64,0,-0.64,-0.64,0,-0.576,-0.576,145.992,149.632,3.64,78.972,74.112,-4.86,99.32,87.68,-11.64,111.7,115.84,4.14,90.612,77.952,-12.66,743.264,724.8,-18.464,204.56,166.528,-38.032,520.56,493.964,-26.596,750.008,748.588,-1.42,135.212,116.608,-18.604,117.012,142.528,25.516,49.91,79
07-May-21,1952.252,1953.032,0.78,1146.596,1175.856,29.26,929.5,938.288,8.788,937.5,950.98,13.48,937.5,942.5,5,270,298.548,28.548,140.736,-4.264,394.892,398.08,3.188,502.4,516.656,14.256,455,441.468,-13.532,468.752,467.476,-1.276,1856.252,1869.004,12.752,409.204,413.38,4.176,385.5,393.6,8.1,534.952,442.18,-92.772,715,692.90908,-22.09092,0,0,0,937.5,955.928,18.428,937.508,963.156,25.648,275,277.82,2.82,1674,1645.092,-28.908,410.84,438.10908,27.26908,3722.4,3824.632,102.232,825.3,515.2,-310.1,1244,1250.328,6.328,0,-10.472,-10.472,-6.9,-15.272,-8.372,560,555.416,-4.584,0,-1.456,-1.456,273,253.092,-19.908,463.752,482.328,18.576,655,657.6,2.6,562.44,556.8,-5.64,150,169.02,19.02,1047.5,1038.884,-8.616,0,-4.364,-4.364,270.052,269.672,-0.38,0,-0.576,-0.576,0,-0.576,-0.576,0,-0.576,-0.576,143.912,152.192,8.28,81.952,77.12,-4.832,51.572,88.448,36.876,125.052,105.856,-19.196,89.76,77.568,-12.192,743.264,738.472,-4.792,199.412,171.52,-27.892,426.552,425.892,-0.66,750.008,759.436,9.428,134.372,124.288,-10.084,115.672,140.992,25.32,49.98,80
07-May-21,1952.252,1995.448,43.196,1146.596,1179.944,33.348,929.5,941.62,12.12,937.5,945.368,7.868,937.5,944.868,7.368,280,295.628,15.628,143.904,-6.096,399.964,402.48,2.516,502.4,511.128,8.728,455,441.124,-13.876,468.752,472.332,3.58,1856.252,1859.956,3.704,409.208,402.908,-6.3,385.5,392.436,6.936,524.952,448,-76.952,715,684.54544,-30.45456,0,-0.08,-0.08,937.5,940.8,3.3,937.508,956.972,19.464,275,277.236,2.236,1674,1651.2,-22.8,410.84,439.73816,28.89816,3722.4,3817.576,95.176,550,518.692,-31.308,1244,1246.836,2.836,0,-9.6,-9.6,-6.9,-15.272,-8.372,560,552.016,-7.984,0,-1.456,-1.456,273,210.908,-62.092,463.752,481.164,17.412,655,657.164,2.164,562.44,557.092,-5.348,150,162.908,12.908,857.5,861.064,3.564,0,-3.492,-3.492,270.052,271.42,1.368,0,-0.64,-0.64,0,-0.512,-0.512,0,-0.512,-0.512,142.752,142.848,0.096,83.912,86.272,2.36,50.98,91.328,40.348,123.6,104.576,-19.024,89.332,79.36,-9.972,750,750.98,0.98,197.4,169.856,-27.544,340.312,336,-4.312,750.008,747.752,-2.256,132.692,121.472,-11.22,114.2,133.376,19.176,50,81
