Date,CHHATTISGARH_Schedule,CHHATTISGARH_Drawal,CHHATTISGARH_Deviation,GUJARAT_Schedule,GUJARAT_Drawal,GUJARAT_Deviation,MADHYAPRADESH_Schedule,MADHYAPRADESH_Drawal,MADHYAPRADESH_Deviation,MAHARASHTRA_Schedule,MAHARASHTRA_Drawal,MAHARASHTRA_Deviation,GOA_Schedule,GOA_Drawal,GOA_Deviation,DD_Schedule,DD_Drawal,DD_Deviation,DNH_Schedule,DNH_Drawal,DNH_Deviation,AMNSIL_Schedule,AMNSIL_Drawal,AMNSIL_Deviation,BARC_Schedule,BARC_Drawal,BARC_Deviation,Block,Frequency_hz
06-May-21,1103.02,1018.07,-84.95,4883.76,4770.54,-113.22,4447.54,4559.20,111.66,6205.94,5778.30,-427.64,518.25,522.91,4.66,242.70,263.04,20.34,663.06,664.94,1.89,136.21,131.68,-4.53,8.85,4.09,-4.76,87.00,49.98
06-May-21,1121.42,999.67,-121.75,4959.57,4970.94,11.36,4595.31,4628.70,33.39,6184.80,5936.50,-248.30,522.35,528.09,5.74,242.69,264.45,21.76,638.70,662.40,23.71,136.21,119.84,-16.37,8.84,4.08,-4.76,88.00,49.96
06-May-21,1152.78,1065.39,-87.40,5169.94,5228.64,58.70,5110.40,4777.07,-333.33,6362.80,6204.10,-158.70,528.29,530.46,2.17,264.12,265.99,1.87,706.30,664.96,-41.35,136.21,75.68,-60.53,8.85,4.03,-4.82,89.00,49.92
06-May-21,1104.00,1088.03,-15.97,5162.57,5352.29,189.72,5295.21,5120.28,-174.93,6583.20,6464.06,-119.14,526.28,531.00,4.71,264.11,269.88,5.77,674.26,663.60,-10.66,136.21,-31.52,-167.73,8.85,4.01,-4.84,90.00,49.83
06-May-21,1124.06,1096.86,-27.20,5327.05,5386.83,59.78,5216.39,5318.81,102.42,6559.86,6648.25,88.39,527.36,528.05,0.69,264.13,270.18,6.05,659.31,661.54,2.22,136.21,131.36,-4.85,8.86,4.01,-4.85,91.00,49.92
06-May-21,1144.01,1160.39,16.38,5356.14,5330.57,-25.56,5232.70,5421.34,188.64,6578.69,6615.97,37.28,526.39,518.89,-7.50,264.12,269.42,5.30,659.28,659.64,0.36,136.21,25.60,-110.61,8.85,3.99,-4.86,92.00,49.98
06-May-21,1164.00,1228.46,64.46,5369.43,5396.55,27.12,5426.85,5456.49,29.64,6673.30,6671.92,-1.38,520.41,516.52,-3.89,264.09,270.01,5.92,674.23,656.26,-17.97,136.21,72.00,-64.21,8.85,4.02,-4.83,93.00,50.00
06-May-21,1174.08,1240.61,66.53,5377.59,5394.50,16.91,5596.93,5417.32,-179.61,6681.12,6661.72,-19.40,514.41,515.04,0.63,264.11,267.88,3.77,674.29,658.16,-16.13,136.21,191.04,54.83,8.86,4.01,-4.86,94.00,49.98
06-May-21,1183.14,1267.65,84.51,5382.21,5370.02,-12.20,5612.59,5368.59,-244.00,6676.48,6789.85,113.37,507.69,506.06,-1.63,264.10,268.21,4.11,706.29,661.37,-44.92,136.21,27.20,-109.01,8.85,4.02,-4.83,95.00,50.00
06-May-21,1183.20,1215.66,32.46,5310.32,5548.79,238.47,5649.63,5228.49,-421.14,6639.96,6872.66,232.71,499.88,497.33,-2.55,264.11,269.97,5.86,706.34,661.80,-44.54,136.21,33.28,-102.93,8.87,4.01,-4.86,96.00,50.00
07-May-21,1169.64,1214.46,44.82,5882.60,5792.55,-90.05,5291.98,5173.51,-118.47,6374.05,6743.33,369.28,495.58,489.44,-6.13,252.78,269.36,16.58,648.16,664.63,16.47,49.27,68.64,19.37,8.85,4.00,-4.85,1.00,50.01
07-May-21,1169.61,1279.98,110.37,6272.93,6053.55,-219.38,5124.04,5095.32,-28.73,6323.56,6421.66,98.10,493.69,482.63,-11.06,252.76,267.94,15.17,648.12,661.64,13.52,49.27,74.56,25.29,8.84,4.01,-4.83,2.00,50.03
07-May-21,1149.64,1287.32,137.68,6293.80,6233.48,-60.32,5174.05,4951.20,-222.86,6261.11,6389.81,128.70,490.59,477.87,-12.72,252.10,262.36,10.27,678.52,659.78,-18.74,49.27,15.52,-33.75,8.85,4.02,-4.82,3.00,50.02
07-May-21,1139.64,1331.54,191.90,6447.00,6330.64,-116.36,5174.77,4872.78,-301.99,6231.76,6294.16,62.40,485.84,471.35,-14.50,252.11,263.08,10.97,653.20,657.24,4.05,49.27,172.00,122.73,8.85,3.99,-4.86,4.00,50.01
07-May-21,1486.18,1393.86,-92.33,6456.48,6306.45,-150.03,5077.78,5131.82,54.04,6228.69,6184.82,-43.87,474.57,466.68,-7.89,252.10,261.28,9.18,705.02,655.92,-49.10,49.27,36.48,-12.79,8.85,3.99,-4.86,5.00,49.99
07-May-21,1466.21,1413.60,-52.61,6580.80,6275.92,-304.88,5082.69,5119.43,36.74,6070.03,6183.35,113.32,473.16,462.91,-10.25,263.70,259.74,-3.96,705.04,650.29,-54.75,49.27,59.36,10.09,8.86,4.00,-4.86,6.00,50.01
07-May-21,1451.76,1402.53,-49.24,6390.63,6217.45,-173.18,4960.43,4935.29,-25.14,6178.90,6097.48,-81.41,466.35,460.53,-5.82,252.12,260.11,7.99,684.07,649.35,-34.72,49.27,114.56,65.29,8.86,3.99,-4.86,7.00,50.02
07-May-21,1423.70,1456.30,32.60,6354.54,6285.71,-68.84,4892.67,4783.76,-108.91,6157.07,5946.36,-210.71,462.80,452.44,-10.36,252.11,258.26,6.15,679.41,651.16,-28.26,49.27,-34.88,-84.15,8.85,3.99,-4.86,8.00,50.02
07-May-21,1349.34,1444.34,94.99,6211.63,6227.79,16.16,4824.11,4644.10,-180.00,6128.39,5844.48,-283.91,459.00,439.54,-19.46,252.12,260.46,8.34,650.44,651.50,1.06,49.27,133.28,84.01,8.85,4.00,-4.85,9.00,49.99
07-May-21,1336.80,1402.72,65.93,6195.67,6186.77,-8.90,4812.33,4727.32,-85.01,6035.14,5711.90,-323.24,456.24,440.90,-15.34,252.12,257.37,5.25,679.45,650.62,-28.83,49.27,54.08,4.81,8.86,4.01,-4.84,10.00,49.99
07-May-21,1363.76,1384.40,20.63,6105.28,6081.33,-23.95,4706.37,4778.37,72.00,5995.54,5679.82,-315.73,445.01,442.42,-2.59,252.13,258.03,5.90,679.48,650.78,-28.70,49.27,-12.96,-62.23,8.86,4.00,-4.86,11.00,49.96
07-May-21,1353.71,1370.12,16.41,6112.43,6018.50,-93.93,4684.75,4700.13,15.38,5978.38,5735.38,-243.00,442.72,439.35,-3.37,263.70,259.18,-4.52,679.42,650.24,-29.18,49.27,122.88,73.61,8.85,4.01,-4.84,12.00,49.93
07-May-21,1337.44,1344.16,6.72,6155.58,6017.74,-137.84,4670.02,4785.05,115.04,6018.86,5652.99,-365.87,436.17,435.58,-0.59,248.55,255.64,7.09,669.80,650.02,-19.78,49.27,31.84,-17.43,8.86,4.00,-4.86,13.00,49.95
07-May-21,1317.48,1310.21,-7.28,6157.25,5998.34,-158.92,4665.60,4754.79,89.20,5937.88,5786.80,-151.08,433.34,434.17,0.84,248.58,253.98,5.40,669.85,649.98,-19.88,49.27,97.92,48.65,8.87,4.00,-4.87,14.00,49.92
07-May-21,1355.80,1305.30,-50.50,5819.36,6041.88,222.52,4625.08,4637.62,12.54,5980.41,6018.33,37.92,431.07,427.18,-3.89,248.57,255.21,6.64,650.54,646.71,-3.83,49.27,185.92,136.65,8.87,3.98,-4.90,15.00,49.96
07-May-21,1345.79,1300.67,-45.12,5811.16,6055.76,244.60,4626.60,4529.22,-97.37,5968.62,6064.60,95.99,428.78,427.97,-0.80,248.57,255.19,6.62,669.85,647.47,-22.38,49.27,59.52,10.25,8.87,4.00,-4.86,16.00,50.01
07-May-21,1376.90,1276.22,-100.68,5811.19,5926.47,115.28,4670.13,4442.57,-227.56,5897.66,6116.56,218.91,425.53,430.78,5.25,248.56,254.19,5.64,669.82,647.18,-22.64,49.27,-54.24,-103.51,8.87,4.00,-4.87,17.00,49.98
07-May-21,1363.20,1274.55,-88.66,5813.49,5813.41,-0.08,4665.69,4587.21,-78.48,5897.71,6073.66,175.95,425.80,428.80,3.00,258.90,254.09,-4.81,669.84,647.27,-22.57,49.27,62.08,12.81,8.87,4.00,-4.86,18.00,49.97
07-May-21,1381.94,1281.66,-100.28,5989.50,5741.74,-247.76,4667.04,4655.24,-11.80,5943.06,6128.10,185.03,425.74,427.58,1.84,243.31,252.75,9.44,669.04,645.48,-23.55,49.27,119.20,69.93,8.88,3.99,-4.89,19.00,49.96
07-May-21,1391.92,1273.90,-118.01,5990.58,5843.91,-146.67,4863.43,4667.99,-195.44,6054.67,6253.93,199.26,421.80,427.31,5.51,243.30,252.46,9.17,669.01,641.57,-27.44,49.27,72.64,23.37,8.87,3.99,-4.88,20.00,49.97
07-May-21,1391.98,1340.54,-51.44,6163.67,5963.27,-200.40,5031.50,4940.08,-91.42,6236.33,6017.26,-219.07,425.13,429.15,4.02,243.28,255.12,11.84,668.98,643.70,-25.28,49.27,87.84,38.57,8.87,4.02,-4.85,21.00,50.02
07-May-21,1402.14,1330.07,-72.06,6457.60,6288.40,-169.20,5181.73,5142.66,-39.07,6421.97,6223.61,-198.36,423.08,427.40,4.32,243.28,250.93,7.65,650.76,643.76,-7.01,49.27,-16.48,-65.75,8.87,4.00,-4.86,22.00,50.01
07-May-21,1412.47,1286.76,-125.71,6745.68,6510.19,-235.49,5584.53,5363.47,-221.06,6382.12,6532.24,150.12,424.88,425.92,1.05,243.30,251.98,8.68,665.31,643.20,-22.10,49.27,43.04,-6.23,8.88,3.96,-4.91,23.00,50.01
07-May-21,1367.63,1280.25,-87.38,6751.12,6692.08,-59.04,5682.06,5604.24,-77.82,6562.79,6647.40,84.61,425.90,422.72,-3.18,251.70,254.78,3.07,683.50,646.27,-37.23,49.27,225.28,176.01,8.87,3.98,-4.89,24.00,49.99
07-May-21,1342.54,1306.09,-36.46,6611.36,6631.45,20.09,5976.95,5698.31,-278.64,6655.58,6584.51,-71.07,423.58,419.18,-4.40,249.52,251.77,2.25,666.63,645.77,-20.86,49.27,72.16,22.89,8.87,3.92,-4.96,25.00,49.96
07-May-21,1340.34,1210.76,-129.58,6614.86,6698.99,84.13,6158.22,5990.90,-167.32,6638.37,6604.75,-33.62,419.61,420.65,1.04,249.54,255.44,5.90,661.84,646.70,-15.14,49.27,52.32,3.05,8.88,3.94,-4.94,26.00,49.94
07-May-21,1352.46,1284.87,-67.59,6613.75,6684.14,70.38,6385.28,6073.25,-312.03,6774.66,6612.40,-162.26,417.61,412.71,-4.90,249.52,255.88,6.35,633.92,642.78,8.86,49.27,96.48,47.21,8.87,3.94,-4.93,27.00,50.00
07-May-21,1345.93,1299.99,-45.94,6616.15,6582.34,-33.81,6586.94,6405.65,-181.30,6840.68,6563.79,-276.89,417.69,396.20,-21.50,249.54,254.29,4.74,643.63,638.25,-5.38,49.27,24.80,-24.47,8.88,3.92,-4.96,28.00,49.99
07-May-21,1329.56,1260.75,-68.81,6519.22,6572.06,52.84,6709.06,6595.94,-113.12,6623.50,6633.46,9.96,413.45,409.66,-3.78,249.52,255.50,5.98,630.57,634.24,3.67,49.27,-42.08,-91.35,8.88,3.92,-4.96,29.00,50.05
07-May-21,1310.06,1283.35,-26.70,6416.89,6520.22,103.33,6725.01,6641.69,-83.32,6505.50,6625.80,120.30,416.80,414.74,-2.06,253.10,255.04,1.95,640.23,632.45,-7.78,49.27,90.08,40.81,8.88,3.94,-4.94,30.00,50.01
07-May-21,1220.67,1222.83,2.16,6316.20,6482.54,166.34,6821.60,6569.98,-251.62,6497.55,6706.27,208.72,415.34,409.37,-5.97,253.10,255.76,2.66,665.25,630.14,-35.12,49.27,0.48,-48.79,8.88,3.96,-4.92,31.00,50.03
07-May-21,1205.09,1177.60,-27.49,6312.91,6237.15,-75.76,6853.80,6552.02,-301.78,6467.61,6669.06,201.44,410.84,409.24,-1.59,253.08,252.74,-0.34,660.37,627.71,-32.66,49.27,0.16,-49.11,8.87,3.98,-4.89,32.00,50.03
07-May-21,1133.02,1179.44,46.43,6070.47,5816.60,-253.87,6684.09,6416.60,-267.48,6378.40,6481.30,102.90,414.28,408.64,-5.65,262.52,254.06,-8.46,643.54,628.78,-14.77,49.27,116.16,66.89,8.88,4.10,-4.77,33.00,50.00
07-May-21,1127.14,1175.60,48.46,5974.04,5662.60,-311.44,6716.01,6351.51,-364.50,6449.55,6600.56,151.01,421.38,416.81,-4.58,262.49,264.68,2.19,664.71,635.44,-29.27,49.27,-7.68,-56.95,8.86,4.11,-4.75,34.00,50.01
07-May-21,1103.65,1188.10,84.45,6022.90,5605.42,-417.48,6446.49,6381.84,-64.65,6512.66,6502.80,-9.87,427.13,418.27,-8.86,279.02,275.92,-3.10,695.06,643.36,-51.69,49.27,14.08,-35.19,8.86,4.20,-4.66,35.00,50.02
07-May-21,1106.57,1153.92,47.36,6171.46,5695.79,-475.66,6177.30,6264.34,87.04,6586.64,6509.97,-76.66,432.77,405.53,-27.24,290.35,278.05,-12.30,715.86,642.33,-73.52,49.27,168.80,119.53,8.86,4.32,-4.54,36.00,49.99
07-May-21,1166.29,1121.08,-45.21,6184.84,5837.02,-347.82,6086.12,6084.07,-2.05,6635.62,6902.14,266.53,441.36,301.92,-139.44,283.78,282.23,-1.55,680.46,646.94,-33.53,49.27,-16.96,-66.23,8.86,4.45,-4.41,37.00,49.96
07-May-21,1170.59,1196.26,25.67,5967.87,6033.84,65.97,6005.75,6052.46,46.71,6659.78,6843.85,184.07,443.01,315.32,-127.68,283.74,290.07,6.32,680.41,652.70,-27.70,49.27,14.24,-35.03,8.86,4.50,-4.36,38.00,50.00
07-May-21,1163.21,1223.04,59.83,5891.07,6175.35,284.28,5942.83,5980.33,37.50,6825.50,6936.56,111.05,444.61,182.27,-262.34,283.76,286.62,2.86,661.10,649.85,-11.26,49.27,-11.68,-60.95,8.85,4.58,-4.28,39.00,50.02
07-May-21,1175.39,1205.99,30.60,5887.81,6104.40,216.59,5957.90,5868.97,-88.93,6893.18,6912.49,19.31,445.67,221.45,-224.22,283.73,288.41,4.68,685.20,645.90,-39.31,49.27,13.92,-35.35,8.85,4.67,-4.18,40.00,49.92
07-May-21,1290.81,1248.44,-42.38,5938.10,6239.85,301.76,5967.52,5744.66,-222.86,6937.16,6699.16,-238.01,449.95,334.55,-115.40,283.28,288.23,4.95,693.85,644.77,-49.08,49.27,80.64,31.37,8.85,4.69,-4.16,41.00,49.88
07-May-21,1302.60,1256.09,-46.51,5935.74,6236.84,301.10,5858.22,5708.50,-149.72,6984.95,6800.35,-184.60,459.04,369.30,-89.74,296.56,285.73,-10.82,705.00,645.02,-59.98,49.27,107.36,58.09,8.85,4.70,-4.15,42.00,49.87
07-May-21,1283.81,1287.87,4.06,6048.23,6079.37,31.14,5785.46,5747.90,-37.55,7026.61,6878.86,-147.76,455.81,399.44,-56.37,283.30,289.01,5.71,688.98,644.28,-44.70,49.27,7.52,-41.75,8.82,4.74,-4.08,43.00,50.00
07-May-21,1284.90,1320.49,35.59,6047.64,5888.09,-159.55,5671.24,5750.47,79.23,7051.11,6888.14,-162.97,459.80,426.47,-33.33,283.30,288.34,5.04,689.01,644.97,-44.04,49.27,-78.40,-127.67,8.84,4.85,-3.99,44.00,50.00
07-May-21,1316.83,1321.47,4.64,5942.70,5803.30,-139.40,5617.13,5801.54,184.41,7076.59,6887.65,-188.94,403.94,444.09,40.15,283.32,285.23,1.92,664.92,645.16,-19.75,49.27,-33.12,-82.39,8.85,4.89,-3.96,45.00,49.99
07-May-21,1307.36,1332.22,24.86,5841.07,5688.00,-153.07,5557.55,5871.22,313.67,7086.73,7064.99,-21.74,407.51,466.37,58.86,283.32,285.79,2.48,684.24,643.41,-40.83,49.27,39.68,-9.59,8.85,4.71,-4.14,46.00,49.94
07-May-21,1297.88,1312.82,14.95,5835.87,5494.15,-341.72,5478.28,5803.97,325.69,7107.75,7110.98,3.23,421.43,470.20,48.78,283.04,285.60,2.57,674.04,640.45,-33.60,49.27,112.48,63.21,8.84,4.78,-4.05,47.00,49.88
07-May-21,1287.98,1305.88,17.89,5736.81,5521.66,-215.15,5336.88,5681.92,345.04,7116.01,7057.09,-58.92,427.68,472.31,44.63,296.22,284.75,-11.48,688.37,637.44,-50.93,49.27,79.36,30.09,8.80,4.85,-3.95,48.00,49.93
07-May-21,1276.77,1324.92,48.15,5610.18,5604.94,-5.24,5606.92,5414.00,-192.93,7095.09,6891.00,-204.08,458.47,467.61,9.14,283.00,281.60,-1.39,669.08,639.35,-29.73,49.27,32.00,-17.27,8.80,4.80,-4.00,49.00,49.94
07-May-21,1266.78,1288.49,21.71,5612.16,5732.55,120.39,5618.17,5402.61,-215.56,7105.06,6876.48,-228.57,458.19,475.03,16.84,282.97,277.29,-5.68,669.02,635.14,-33.88,49.27,-15.04,-64.31,8.79,4.82,-3.96,50.00,49.90
07-May-21,1258.39,1283.50,25.11,5709.54,5753.30,43.76,5633.00,5418.58,-214.42,7108.54,7147.46,38.92,444.94,474.25,29.32,283.02,275.72,-7.30,649.78,636.55,-13.23,49.27,59.68,10.41,8.80,4.84,-3.95,51.00,49.99
07-May-21,1249.73,1282.01,32.28,5702.00,5853.76,151.76,5628.98,5496.40,-132.58,7101.77,6944.02,-157.75,445.08,475.28,30.20,278.14,276.16,-1.98,649.70,634.54,-15.17,49.27,89.28,40.01,8.79,4.67,-4.12,52.00,50.00
07-May-21,1301.60,1267.78,-33.81,5803.64,5849.42,45.78,5751.91,5608.13,-143.78,7045.19,6934.30,-110.89,431.90,471.58,39.68,277.88,274.11,-3.77,649.26,630.26,-19.00,49.27,79.84,30.57,8.81,4.76,-4.05,53.00,50.03
07-May-21,1291.92,1258.94,-32.98,5852.31,5850.34,-1.96,5735.11,5632.52,-102.59,7047.96,7073.39,25.44,433.90,472.30,38.41,289.22,276.64,-12.58,668.66,629.14,-39.51,49.27,-89.28,-138.55,8.83,4.67,-4.16,54.00,50.01
07-May-21,1290.53,1205.70,-84.82,5919.76,5999.09,79.34,5442.15,5636.93,194.78,7060.98,7093.94,32.96,470.14,473.76,3.61,282.71,281.72,-0.98,654.13,635.35,-18.78,49.27,109.12,59.85,8.82,4.64,-4.19,55.00,50.02
07-May-21,1288.98,1244.97,-44.01,5982.07,6261.45,279.38,5440.33,5631.33,191.00,7113.44,7263.32,149.89,475.98,482.40,6.43,289.18,285.45,-3.73,658.92,640.08,-18.84,49.27,68.64,19.37,8.82,4.56,-4.26,56.00,50.00
07-May-21,1297.36,1270.36,-26.99,6407.79,6389.99,-17.80,5624.14,5729.75,105.61,7047.14,7250.70,203.56,481.61,486.18,4.58,289.14,288.32,-0.83,649.15,641.60,-7.55,49.27,-0.96,-50.23,8.79,4.55,-4.24,57.00,49.90
07-May-21,1315.81,1318.04,2.23,6518.60,6497.21,-21.39,5774.29,5817.06,42.77,7057.98,7218.65,160.67,486.32,488.27,1.95,289.07,289.74,0.66,673.17,644.88,-28.29,49.27,26.24,-23.03,8.78,4.56,-4.22,58.00,49.90
07-May-21,1269.48,1358.80,89.32,6453.83,6434.89,-18.94,5895.76,5786.96,-108.81,7145.91,7474.21,328.30,491.59,500.09,8.50,288.83,291.05,2.22,674.96,648.68,-26.28,49.27,-72.16,-121.43,8.76,4.58,-4.18,59.00,49.98
07-May-21,1297.87,1347.24,49.38,6322.85,6479.32,156.47,5572.41,5642.26,69.85,7218.49,7225.38,6.89,495.48,496.28,0.80,298.51,291.93,-6.58,681.00,647.60,-33.39,49.27,129.28,80.01,8.75,4.52,-4.23,60.00,49.97
07-May-21,1336.90,1289.40,-47.50,6445.68,6361.08,-84.61,5661.68,5685.41,23.73,7354.73,7159.97,-194.76,461.52,445.91,-15.61,288.86,294.76,5.89,691.26,647.02,-44.24,49.27,150.56,101.29,8.74,4.52,-4.23,61.00,50.01
07-May-21,1373.51,1253.67,-119.84,6450.89,6447.02,-3.87,5657.30,5661.76,4.46,7413.35,7115.05,-298.30,462.25,443.02,-19.22,288.85,293.50,4.65,691.16,647.68,-43.48,49.27,10.56,-38.71,8.71,4.50,-4.21,62.00,50.00
07-May-21,1331.96,1226.04,-105.92,6449.68,6429.33,-20.36,5657.15,5594.84,-62.30,7271.07,6987.66,-283.41,460.64,435.40,-25.24,288.59,297.46,8.87,669.90,647.62,-22.27,49.27,67.84,18.57,8.70,4.46,-4.25,63.00,49.98
07-May-21,1358.27,1198.24,-160.03,6441.52,6394.26,-47.26,5654.08,5627.71,-26.37,7201.53,7060.49,-141.04,456.94,426.09,-30.86,288.56,294.39,5.83,684.32,650.74,-33.58,49.27,-42.56,-91.83,8.69,4.41,-4.28,64.00,50.00
07-May-21,1394.01,1169.00,-225.00,6266.37,6403.77,137.40,5680.99,5628.71,-52.28,7101.66,7126.19,24.53,450.92,417.53,-33.38,288.57,296.78,8.21,690.61,653.90,-36.71,49.27,-6.88,-56.15,8.68,4.36,-4.32,65.00,50.07
07-May-21,1409.96,1175.80,-234.16,6253.36,6230.39,-22.98,5717.77,5605.20,-112.57,6918.75,7069.48,150.74,446.68,428.98,-17.70,298.20,295.25,-2.95,701.40,655.44,-45.96,49.27,117.92,68.65,8.67,4.32,-4.36,66.00,50.03
07-May-21,1445.65,1190.33,-255.32,6221.92,6134.56,-87.36,5667.68,5627.12,-40.55,6666.64,6865.35,198.70,438.99,425.96,-13.04,288.81,293.64,4.84,674.90,653.80,-21.10,49.27,129.44,80.17,8.68,4.28,-4.40,67.00,50.01
07-May-21,1470.99,1177.65,-293.34,6184.04,6095.40,-88.65,5599.94,5520.74,-79.20,6594.25,6587.22,-7.03,445.86,425.46,-20.41,288.82,295.27,6.45,672.50,653.26,-19.24,49.27,17.12,-32.15,8.67,4.20,-4.47,68.00,49.94
07-May-21,1207.97,1176.17,-31.80,6586.08,6294.41,-291.67,5312.95,5386.80,73.85,6537.61,6427.92,-109.69,432.47,422.08,-10.39,288.84,295.88,7.04,662.86,654.03,-8.83,49.27,-31.84,-81.11,8.68,4.23,-4.45,69.00,50.05
07-May-21,1169.62,1150.02,-19.60,6642.21,6199.17,-443.04,5202.91,5342.18,139.26,6461.06,6430.06,-31.00,428.06,415.28,-12.78,288.83,294.90,6.08,677.32,656.02,-21.30,49.27,-31.84,-81.11,8.67,4.19,-4.48,70.00,50.05
07-May-21,1338.92,1049.75,-289.16,6459.90,6111.92,-347.98,5160.65,5321.00,160.35,6288.04,6192.57,-95.47,422.12,408.28,-13.84,288.84,296.39,7.55,677.34,652.40,-24.94,49.27,119.20,69.93,8.68,4.14,-4.54,71.00,50.01
07-May-21,1036.51,993.04,-43.46,6392.47,6242.70,-149.77,5173.99,5174.58,0.59,6206.23,5743.38,-462.85,411.40,411.14,-0.26,298.51,293.23,-5.28,691.88,651.60,-40.29,49.27,88.64,39.37,8.70,4.16,-4.54,72.00,49.94
07-May-21,1047.88,946.24,-101.64,6006.11,6119.76,113.66,5180.90,5001.64,-179.26,6120.00,5761.33,-358.67,408.86,414.70,5.84,270.78,286.98,16.20,672.88,652.47,-20.42,49.27,-67.20,-116.47,8.69,4.16,-4.53,73.00,49.98
07-May-21,1076.93,971.08,-105.86,5677.66,5954.52,276.86,5204.11,5034.93,-169.18,6053.46,6041.75,-11.70,413.84,413.50,-0.34,270.77,287.14,16.38,672.90,652.84,-20.06,49.27,-36.48,-85.75,8.70,4.14,-4.56,74.00,49.97
07-May-21,1134.43,1012.53,-121.90,5694.40,5736.90,42.50,5265.13,4972.43,-292.70,6001.71,6215.30,213.58,410.48,424.96,14.47,270.81,282.38,11.57,663.40,654.00,-9.39,49.27,-3.52,-52.79,8.72,4.16,-4.56,75.00,50.00
07-May-21,1176.21,1051.90,-124.31,5430.26,5324.05,-106.22,5344.70,4957.29,-387.41,5994.27,6374.65,380.38,424.96,434.58,9.61,270.81,280.58,9.76,671.04,653.18,-17.85,49.27,86.88,37.61,8.73,4.25,-4.48,76.00,49.97
07-May-21,1213.19,1052.52,-160.68,4852.24,4681.06,-171.18,5557.79,5224.39,-333.40,6004.32,6059.02,54.70,449.39,458.68,9.29,271.06,270.89,-0.17,673.61,647.57,-26.04,49.27,111.52,62.25,8.74,4.27,-4.48,77.00,49.99
07-May-21,1262.73,1032.64,-230.09,4852.72,4481.26,-371.45,5566.64,5471.61,-95.03,6020.76,6018.65,-2.11,449.26,478.31,29.04,271.10,271.33,0.23,695.27,653.71,-41.56,49.27,-60.80,-110.07,8.77,4.30,-4.47,78.00,49.97
07-May-21,1143.39,995.34,-148.04,4674.96,4356.02,-318.95,5471.59,5534.23,62.64,6036.60,5888.68,-147.92,452.38,491.76,39.38,271.11,270.45,-0.66,678.67,653.45,-25.22,49.27,101.28,52.01,8.78,4.30,-4.48,79.00,49.91
07-May-21,1113.36,1005.66,-107.70,4574.88,4285.37,-289.51,5580.04,5427.82,-152.22,6030.83,5846.86,-183.97,454.94,490.19,35.26,244.28,264.31,20.03,678.67,648.24,-30.43,49.27,-64.48,-113.75,8.78,4.24,-4.54,80.00,49.98
07-May-21,1363.67,993.97,-369.70,4438.94,4092.83,-346.12,5285.09,5280.16,-4.93,5946.27,5922.18,-24.09,471.13,488.96,17.83,244.76,255.20,10.44,655.57,638.63,-16.94,49.27,35.84,-13.43,8.77,4.20,-4.57,81.00,50.00
07-May-21,1363.70,1007.38,-356.32,4339.25,4100.62,-238.62,5285.16,5239.36,-45.80,5943.56,6200.63,257.07,469.52,488.72,19.20,244.73,255.85,11.12,679.68,642.32,-37.36,49.27,88.96,39.69,8.78,4.16,-4.62,82.00,49.92
07-May-21,1287.29,1078.77,-208.52,3807.74,4154.00,346.26,5230.42,5178.12,-52.30,5955.24,5906.78,-48.46,481.49,485.39,3.90,244.76,258.69,13.94,679.88,644.07,-35.81,49.27,24.16,-25.11,8.82,4.17,-4.66,83.00,49.92
07-May-21,1260.52,1035.14,-225.38,3703.72,4129.96,426.24,5156.60,5164.21,7.61,5700.84,5668.73,-32.10,477.68,487.48,9.80,259.29,263.90,4.60,697.45,641.87,-55.58,49.27,11.52,-37.75,8.86,4.14,-4.73,84.00,49.89
07-May-21,1270.50,1059.22,-211.28,3980.92,4009.65,28.73,5052.65,5173.48,120.83,5838.45,5609.76,-228.69,487.06,488.32,1.26,244.80,260.87,16.07,674.26,644.04,-30.22,49.27,60.64,11.37,8.86,4.13,-4.73,85.00,49.90
07-May-21,1290.53,1092.40,-198.13,3966.74,4017.57,50.83,5219.96,5207.76,-12.20,5541.86,5813.28,271.42,488.98,489.56,0.58,244.82,264.44,19.62,652.63,648.19,-4.44,49.27,-36.48,-85.75,8.86,4.13,-4.74,86.00,49.93
07-May-21,1000.51,1167.50,166.99,4021.84,4050.80,28.96,5280.14,5292.98,12.84,5768.84,5737.37,-31.47,495.90,495.93,0.03,257.18,263.18,6.00,651.58,646.55,-5.03,49.27,-71.52,-120.79,8.86,4.12,-4.74,87.00,49.99
07-May-21,1020.51,1111.56,91.05,4070.14,4121.87,51.73,5361.79,5382.92,21.13,5780.70,5833.48,52.79,499.36,498.43,-0.93,257.19,263.20,6.01,688.00,645.70,-42.31,49.27,134.08,84.81,8.86,4.12,-4.74,88.00,50.02
07-May-21,1050.56,1043.09,-7.47,4452.00,4203.65,-248.35,5993.46,5617.23,-376.24,5698.01,5950.91,252.90,498.71,503.91,5.20,262.26,266.10,3.84,686.00,646.56,-39.45,49.27,86.56,37.29,8.87,4.06,-4.81,89.00,50.01
07-May-21,1060.54,1055.24,-5.30,4839.17,4509.02,-330.15,6065.78,6069.16,3.38,5914.68,6237.60,322.92,497.52,503.08,5.56,262.25,268.96,6.70,681.51,647.20,-34.31,49.27,24.16,-25.11,8.87,4.06,-4.81,90.00,50.03
